alpha,th_w_ratio,max_amplitude,cost_s
1.0,100.0,10000000000.0,0.0
1.0,1200.0,10000000000.0,0.0010333061218261719
1.0,2300.0,10000000000.0,0.0018002986907958984
1.0,3400.0,10000000000.0,0.0030934810638427734
1.0,4500.0,10000000000.0,0.0021467208862304688
1.0,5600.0,10000000000.0,0.002292156219482422
1.0,6700.0,10000000000.0,0.0020220279693603516
1.0,7800.0,10000000000.0,0.0029914379119873047
1.0,8900.0,10000000000.0,0.0027899742126464844
1.0,10000.0,10000000000.0,0.0020062923431396484
1.4444444444444444,100.0,10000000000.0,0.002640247344970703
1.4444444444444444,1200.0,10000000000.0,0.002111673355102539
1.4444444444444444,2300.0,10000000000.0,0.002775430679321289
1.4444444444444444,3400.0,10000000000.0,0.002741098403930664
1.4444444444444444,4500.0,10000000000.0,0.002012968063354492
1.4444444444444444,5600.0,10000000000.0,0.00299072265625
1.4444444444444444,6700.0,10000000000.0,0.0009715557098388672
1.4444444444444444,7800.0,10000000000.0,0.0032176971435546875
1.4444444444444444,8900.0,10000000000.0,0.0023169517517089844
1.4444444444444444,10000.0,10000000000.0,0.0027010440826416016
1.8888888888888888,100.0,10000000000.0,0.008399009704589844
1.8888888888888888,1200.0,10000000000.0,0.002007007598876953
1.8888888888888888,2300.0,10000000000.0,0.0007104873657226562
1.8888888888888888,3400.0,10000000000.0,0.008874654769897461
1.8888888888888888,4500.0,10000000000.0,0.005317211151123047
1.8888888888888888,5600.0,10000000000.0,0.002216339111328125
1.8888888888888888,6700.0,10000000000.0,0.0
1.8888888888888888,7800.0,10000000000.0,0.008636236190795898
1.8888888888888888,8900.0,10000000000.0,0.004261970520019531
1.8888888888888888,10000.0,10000000000.0,0.005570888519287109
2.333333333333333,100.0,10000000000.0,0.0020132064819335938
2.333333333333333,1200.0,10000000000.0,0.003556489944458008
2.333333333333333,2300.0,10000000000.0,0.0009970664978027344
2.333333333333333,3400.0,10000000000.0,0.0037398338317871094
2.333333333333333,4500.0,10000000000.0,0.0020294189453125
2.333333333333333,5600.0,10000000000.0,0.0021805763244628906
2.333333333333333,6700.0,10000000000.0,0.0025534629821777344
2.333333333333333,7800.0,10000000000.0,0.0017631053924560547
2.333333333333333,8900.0,10000000000.0,0.002007722854614258
2.333333333333333,10000.0,10000000000.0,0.0026085376739501953
2.7777777777777777,100.0,10000000000.0,0.0029249191284179688
2.7777777777777777,1200.0,10000000000.0,0.002008199691772461
2.7777777777777777,2300.0,10000000000.0,0.003538846969604492
2.7777777777777777,3400.0,10000000000.0,0.0010945796966552734
2.7777777777777777,4500.0,10000000000.0,0.0020503997802734375
2.7777777777777777,5600.0,10000000000.0,0.003326416015625
2.7777777777777777,6700.0,10000000000.0,0.0018548965454101562
2.7777777777777777,7800.0,10000000000.0,0.001960277557373047
2.7777777777777777,8900.0,10000000000.0,0.003767251968383789
2.7777777777777777,10000.0,10000000000.0,0.0023860931396484375
3.2222222222222223,100.0,10000000000.0,0.0020051002502441406
3.2222222222222223,1200.0,10000000000.0,0.002107858657836914
3.2222222222222223,2300.0,10000000000.0,0.0010063648223876953
3.2222222222222223,3400.0,10000000000.0,0.0009951591491699219
3.2222222222222223,4500.0,10000000000.0,0.004659175872802734
3.2222222222222223,5600.0,10000000000.0,0.0020830631256103516
3.2222222222222223,6700.0,10000000000.0,0.0031027793884277344
3.2222222222222223,7800.0,10000000000.0,0.0026826858520507812
3.2222222222222223,8900.0,10000000000.0,0.0011606216430664062
3.2222222222222223,10000.0,10000000000.0,0.0
3.6666666666666665,100.0,10000000000.0,0.0013227462768554688
3.6666666666666665,1200.0,10000000000.0,0.0009961128234863281
3.6666666666666665,2300.0,10000000000.0,0.005292177200317383
3.6666666666666665,3400.0,10000000000.0,0.002133607864379883
3.6666666666666665,4500.0,10000000000.0,0.0018482208251953125
3.6666666666666665,5600.0,10000000000.0,0.0020084381103515625
3.6666666666666665,6700.0,10000000000.0,0.001802682876586914
3.6666666666666665,7800.0,10000000000.0,0.0043447017669677734
3.6666666666666665,8900.0,10000000000.0,0.0010051727294921875
3.6666666666666665,10000.0,10000000000.0,0.0010073184967041016
4.111111111111111,100.0,10000000000.0,0.0037093162536621094
4.111111111111111,1200.0,10000000000.0,0.004584312438964844
4.111111111111111,2300.0,10000000000.0,0.0010046958923339844
4.111111111111111,3400.0,10000000000.0,0.0006015300750732422
4.111111111111111,4500.0,10000000000.0,0.005121707916259766
4.111111111111111,5600.0,10000000000.0,0.0010056495666503906
4.111111111111111,6700.0,10000000000.0,0.0016014575958251953
4.111111111111111,7800.0,10000000000.0,0.002682209014892578
4.111111111111111,8900.0,10000000000.0,0.001004934310913086
4.111111111111111,10000.0,10000000000.0,0.0020134449005126953
4.555555555555555,100.0,10000000000.0,0.0020384788513183594
4.555555555555555,1200.0,10000000000.0,0.0017600059509277344
4.555555555555555,2300.0,10000000000.0,0.002282381057739258
4.555555555555555,3400.0,10000000000.0,0.0030841827392578125
4.555555555555555,4500.0,10000000000.0,0.0020084381103515625
4.555555555555555,5600.0,10000000000.0,0.0
4.555555555555555,6700.0,10000000000.0,0.0
4.555555555555555,7800.0,10000000000.0,0.004933834075927734
4.555555555555555,8900.0,10000000000.0,0.0010063648223876953
4.555555555555555,10000.0,10000000000.0,0.002028942108154297
5.0,100.0,10000000000.0,0.0020825862884521484
5.0,1200.0,10000000000.0,0.0028841495513916016
5.0,2300.0,10000000000.0,0.004771232604980469
5.0,3400.0,10000000000.0,0.001100778579711914
5.0,4500.0,10000000000.0,0.0007741451263427734
5.0,5600.0,10000000000.0,0.001956462860107422
5.0,6700.0,10000000000.0,0.0011091232299804688
5.0,7800.0,10000000000.0,0.0037314891815185547
5.0,8900.0,10000000000.0,0.0019421577453613281
5.0,10000.0,10000000000.0,0.0022134780883789062
1.0,100.0,,0.0
1.0,1200.0,,0.013905525207519531
1.0,2300.0,,0.002110004425048828
1.0,3400.0,,0.0011157989501953125
1.0,4500.0,,0.002733945846557617
1.0,5600.0,,0.0011854171752929688
1.0,6700.0,,0.003396749496459961
1.0,7800.0,,0.0010542869567871094
1.0,8900.0,,0.0019855499267578125
1.0,10000.0,,0.0029935836791992188
1.4444444444444444,100.0,,0.004110574722290039
1.4444444444444444,1200.0,,0.0010373592376708984
1.4444444444444444,2300.0,,0.0010056495666503906
1.4444444444444444,3400.0,,0.004668235778808594
1.4444444444444444,4500.0,,0.002634763717651367
1.4444444444444444,5600.0,,0.0010044574737548828
1.4444444444444444,6700.0,,0.002915620803833008
1.4444444444444444,7800.0,,0.002135753631591797
1.4444444444444444,8900.0,,0.0015642642974853516
1.4444444444444444,10000.0,,0.00066375732421875
1.8888888888888888,100.0,,0.0010390281677246094
1.8888888888888888,1200.0,,0.002108335494995117
1.8888888888888888,2300.0,,0.0021164417266845703
1.8888888888888888,3400.0,,0.002100706100463867
1.8888888888888888,4500.0,,0.0011372566223144531
1.8888888888888888,5600.0,,0.0032558441162109375
1.8888888888888888,6700.0,,0.0
1.8888888888888888,7800.0,,0.006067514419555664
1.8888888888888888,8900.0,,0.0022172927856445312
1.8888888888888888,10000.0,,0.0022001266479492188
2.333333333333333,100.0,,0.003210306167602539
2.333333333333333,1200.0,,0.0023877620697021484
2.333333333333333,2300.0,,0.0023055076599121094
2.333333333333333,3400.0,,0.002311229705810547
2.333333333333333,4500.0,,0.0022535324096679688
2.333333333333333,5600.0,,0.0021178722381591797
2.333333333333333,6700.0,,0.0020923614501953125
2.333333333333333,7800.0,,0.002328634262084961
2.333333333333333,8900.0,,0.0010504722595214844
2.333333333333333,10000.0,,0.002142190933227539
2.7777777777777777,100.0,,0.002131938934326172
2.7777777777777777,1200.0,,0.0010213851928710938
2.7777777777777777,2300.0,,0.0008516311645507812
2.7777777777777777,3400.0,,0.0011076927185058594
2.7777777777777777,4500.0,,0.0020265579223632812
2.7777777777777777,5600.0,,0.0031731128692626953
2.7777777777777777,6700.0,,0.0020334720611572266
2.7777777777777777,7800.0,,0.0027894973754882812
2.7777777777777777,8900.0,,0.0021622180938720703
2.7777777777777777,10000.0,,0.0019071102142333984
3.2222222222222223,100.0,,0.0011510848999023438
3.2222222222222223,1200.0,,0.0010752677917480469
3.2222222222222223,2300.0,,0.003192424774169922
3.2222222222222223,3400.0,,0.002038240432739258
3.2222222222222223,4500.0,,0.003931760787963867
3.2222222222222223,5600.0,,0.003219127655029297
3.2222222222222223,6700.0,,0.0020456314086914062
3.2222222222222223,7800.0,,0.002864837646484375
3.2222222222222223,8900.0,,0.005043506622314453
3.2222222222222223,10000.0,,0.003031492233276367
3.6666666666666665,100.0,,0.002056598663330078
3.6666666666666665,1200.0,,0.003997802734375
3.6666666666666665,2300.0,,0.0010714530944824219
3.6666666666666665,3400.0,,0.002190828323364258
3.6666666666666665,4500.0,,0.002197265625
3.6666666666666665,5600.0,,0.0025339126586914062
3.6666666666666665,6700.0,,0.002928495407104492
3.6666666666666665,7800.0,,0.002132415771484375
3.6666666666666665,8900.0,,0.0018928050994873047
3.6666666666666665,10000.0,,0.0019676685333251953
4.111111111111111,100.0,,0.0011255741119384766
4.111111111111111,1200.0,,0.0015151500701904297
4.111111111111111,2300.0,,0.002087831497192383
4.111111111111111,3400.0,,0.0020475387573242188
4.111111111111111,4500.0,,0.002084016799926758
4.111111111111111,5600.0,,0.003414630889892578
4.111111111111111,6700.0,,0.0015134811401367188
4.111111111111111,7800.0,,0.002315998077392578
4.111111111111111,8900.0,,0.0019812583923339844
4.111111111111111,10000.0,,0.0013489723205566406
4.555555555555555,100.0,,0.0027937889099121094
4.555555555555555,1200.0,,0.0023157596588134766
4.555555555555555,2300.0,,0.0018188953399658203
4.555555555555555,3400.0,,0.0016176700592041016
4.555555555555555,4500.0,,0.0029621124267578125
4.555555555555555,5600.0,,0.002187490463256836
4.555555555555555,6700.0,,0.0029654502868652344
4.555555555555555,7800.0,,0.002195596694946289
4.555555555555555,8900.0,,0.0021359920501708984
4.555555555555555,10000.0,,0.0027418136596679688
5.0,100.0,,0.0020554065704345703
5.0,1200.0,,0.0032529830932617188
5.0,2300.0,,0.0021278858184814453
5.0,3400.0,,0.04449796676635742
5.0,4500.0,,0.0033464431762695312
5.0,5600.0,,0.0010061264038085938
5.0,6700.0,,0.0020360946655273438
5.0,7800.0,,0.0020613670349121094
5.0,8900.0,,0.001005411148071289
5.0,10000.0,,0.0
1.0,100.0,,0.0
1.0,1200.0,,0.010506629943847656
1.0,2300.0,,0.002328157424926758
1.0,3400.0,,0.00260162353515625
1.0,4500.0,,0.001650094985961914
1.0,5600.0,,0.0
1.0,6700.0,,0.0
1.0,7800.0,,0.008401155471801758
1.0,8900.0,,0.0
1.0,10000.0,,0.0
1.4444444444444444,100.0,,0.0020318031311035156
1.4444444444444444,1200.0,,0.0
1.4444444444444444,2300.0,,0.0
1.4444444444444444,3400.0,,0.0017976760864257812
1.4444444444444444,4500.0,,0.0021109580993652344
1.4444444444444444,5600.0,,0.0011646747589111328
1.4444444444444444,6700.0,,0.0010900497436523438
1.4444444444444444,7800.0,,0.0010576248168945312
1.4444444444444444,8900.0,,0.0010528564453125
1.4444444444444444,10000.0,,0.0012969970703125
1.8888888888888888,100.0,,0.0020470619201660156
1.8888888888888888,1200.0,,0.0010037422180175781
1.8888888888888888,2300.0,,0.0011577606201171875
1.8888888888888888,3400.0,,0.0
1.8888888888888888,4500.0,,0.0
1.8888888888888888,5600.0,,0.0
1.8888888888888888,6700.0,,0.0
1.8888888888888888,7800.0,,0.0
1.8888888888888888,8900.0,,0.0
1.8888888888888888,10000.0,,0.0
2.333333333333333,100.0,,0.016005992889404297
2.333333333333333,1200.0,,0.0
2.333333333333333,2300.0,,0.0
2.333333333333333,3400.0,,0.0
2.333333333333333,4500.0,,0.0
2.333333333333333,5600.0,,0.0
2.333333333333333,6700.0,,0.0
2.333333333333333,7800.0,,0.0
2.333333333333333,8900.0,,0.015892505645751953
